Comment,Emotion
im feeling especially honored as my picks feature alongside some of my favorite designers like diane von furstenberg rodarte and jason wu,joy
i have a feeling my mom wont be so keen on that idea,joy
i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,joy
im feeling so irritable about todays class,anger
im really really sad that i missed the menswear show because i feel like its worth supporting this venture to show more menswear,joy
i worked thought that it was a good reason to either feel pity for me disgusted at me or more rarely intrigued by me and that was a class of people i didn t care to talk to,anger
i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,anger
i feel so annoyed,anger
i truly felt that when i left friday you were smiling and feeling i had respected you and you thinking i was a teasing little heathen you loved who enjoys arousing you with an animal delight,joy
i feel about putting on brave faces fuck that let s get real,joy
im feeling a bit bitchy tonight so i will be,anger
im going to be talking a bit about how i feel about the important role of the fan in this wonderful game we call music,joy
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,joy
i feel flirty playful sexy reckless,joy
i feel is truthful the fun always lies in having an idea and seeing it realized and not soo much in the object or goal,joy
i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,anger
